"","coef","pVal"
"Intercept",-2.57,0
"log age",0.1,0
"log size",-0.02,0.078
"log devs",0.11,0.001
"log commits",1.06,0
"C",0.14,0.149
"C#",-0.04,0.681
"C++",0.11,0.289
"Clojure",-0.14,0.179
"Coffeescript",0.15,0.146
"Erlang",0.02,0.83
"Go",0.13,0.194
"Haskell",-0.33,0.002
"Java",0.03,0.785
"Javascript",0.07,0.533
"Objective-C",-0.01,0.897
"Perl",0.04,0.691
"Php",0.11,0.298
"Python",0.13,0.219
"Ruby",-0.11,0.3
"Scala",-0.36,0.001
"Typescript",0.07,0.485
