"","coef","pVal"
"Intercept",-2.63,0
"log age",0.11,0
"log size",-0.03,0.048
"log devs",0.08,0.017
"log commits",1.09,0
"C",0.29,0.004
"C#",0.09,0.364
"C++",0.05,0.612
"Clojure",-0.25,0.023
"Coffeescript",0.1,0.338
"Erlang",-0.07,0.517
"Go",0.11,0.298
"Haskell",-0.28,0.007
"Java",-0.21,0.05
"Javascript",0.02,0.857
"Objective-C",-0.24,0.026
"Perl",-0.03,0.779
"Php",0.14,0.169
"Python",0.09,0.362
"Ruby",-0.07,0.517
"Scala",0.04,0.667
"Typescript",0.21,0.047
