"","coef"
"Intercept",-2.43
"log age",0.14
"log size",-0.02
"log devs",0.18
"log commits",0.98
"C",0.25
"C++",0.11
"Clojure",0.11
"Coffeescript",-0.33
"Erlang",0.01
"Go",0.23
"Haskell",0.01
"Java",-0.16
"Javascript",-0.13
"Objective-C",0.1
"Perl",0.02
"Php",0.04
"Python",-0.13
"Ruby",-0.21
"Scala",-0.09
"Typescript",0.16
