"","coef","pVal"
"Intercept",-2.36,0
"log age",0.06,0.001
"log size",-0.03,0.073
"log devs",0.11,0.001
"log commits",1.07,0
"C",-0.05,0.628
"C#",-0.07,0.544
"C++",0.2,0.046
"Clojure",-0.08,0.48
"Coffeescript",0.1,0.328
"Erlang",0.19,0.06
"Go",0.24,0.019
"Haskell",-0.24,0.025
"Java",-0.07,0.549
"Javascript",0.24,0.023
"Objective-C",0.09,0.428
"Perl",-0.05,0.602
"Php",-0.02,0.829
"Python",0.05,0.609
"Ruby",-0.06,0.588
"Scala",-0.37,0.001
"Typescript",-0.12,0.295
