"","coef","pVal"
"Intercept",-2.67,0
"log age",0.12,0
"log size",-0.01,0.587
"log devs",0.12,0
"log commits",1.02,0
"C",0.2,0.058
"C#",-0.07,0.498
"C++",-0.12,0.284
"Clojure",-0.14,0.203
"Coffeescript",0.08,0.481
"Erlang",0.09,0.408
"Go",0.26,0.01
"Haskell",-0.35,0.001
"Java",-0.15,0.167
"Javascript",0.02,0.847
"Objective-C",-0.22,0.043
"Perl",0.03,0.772
"Php",0.2,0.056
"Python",0.01,0.959
"Ruby",0.02,0.861
"Scala",-0.01,0.89
"Typescript",0.17,0.135
