"","coef","pVal"
"Intercept",-2.4,0
"log age",0.07,0
"log size",-0.02,0.127
"log devs",0.16,0
"log commits",1.05,0
"C",0.13,0.213
"C#",0.21,0.055
"C++",-0.08,0.459
"Clojure",-0.21,0.054
"Coffeescript",0.19,0.075
"Erlang",0.09,0.404
"Go",-0.02,0.884
"Haskell",-0.28,0.01
"Java",-0.07,0.506
"Javascript",0.07,0.532
"Objective-C",-0.06,0.585
"Perl",-0.08,0.469
"Php",0.08,0.462
"Python",0.02,0.829
"Ruby",-0.1,0.382
"Scala",-0.18,0.081
"Typescript",0.29,0.007
