"","coef"
"Intercept",-2.44
"log age",0.13
"log size",-0.05
"log devs",0.17
"log commits",1.06
"C",0.13
"C++",-0.12
"Clojure",-0.18
"Coffeescript",-0.08
"Erlang",-0.04
"Go",0.24
"Haskell",-0.19
"Java",0.01
"Javascript",-0.1
"Objective-C",0.14
"Perl",0.19
"Php",0.07
"Python",0.05
"Ruby",-0.23
"Scala",0.05
"Typescript",0.05
