"","coef"
"Intercept",-2.12
"log age",0.09
"log size",-0.04
"log devs",0.24
"log commits",1.01
"C",0.42
"C++",0.03
"Clojure",-0.11
"Coffeescript",-0.19
"Erlang",-0.14
"Go",0.11
"Haskell",0.02
"Java",-0.31
"Javascript",0.03
"Objective-C",-0.05
"Perl",0.07
"Php",0.33
"Python",0
"Ruby",-0.2
"Scala",0.04
"Typescript",-0.04
