"","coef","pVal"
"Intercept",-2.51,0
"log age",0.1,0
"log size",-0.03,0.039
"log devs",0.12,0
"log commits",1.06,0
"C",0.15,0.114
"C#",-0.15,0.156
"C++",0.12,0.225
"Clojure",-0.24,0.022
"Coffeescript",0.12,0.201
"Erlang",-0.01,0.955
"Go",0.1,0.301
"Haskell",-0.18,0.089
"Java",-0.21,0.038
"Javascript",0.07,0.477
"Objective-C",-0.2,0.049
"Perl",0.01,0.894
"Php",0.19,0.046
"Python",0.04,0.671
"Ruby",0.04,0.689
"Scala",-0.05,0.608
"Typescript",0.17,0.082
