"","coef","pVal"
"Intercept",-2.36,0
"log age",0.09,0
"log size",-0.04,0.006
"log devs",0.14,0
"log commits",1.06,0
"C",0.12,0.249
"C#",-0.07,0.522
"C++",0.18,0.061
"Clojure",-0.25,0.022
"Coffeescript",0.23,0.021
"Erlang",0.06,0.554
"Go",0.05,0.595
"Haskell",-0.29,0.006
"Java",-0.1,0.329
"Javascript",0.02,0.875
"Objective-C",0.31,0.002
"Perl",-0.08,0.416
"Php",0.07,0.506
"Python",-0.09,0.403
"Ruby",-0.21,0.043
"Scala",-0.13,0.198
"Typescript",0.18,0.085
