"","coef"
"Intercept",-2.4
"log age",0.13
"log size",-0.05
"log devs",0.23
"log commits",1.05
"C",-0.11
"C++",0.02
"Clojure",-0.15
"Coffeescript",-0.3
"Erlang",0.12
"Go",0.28
"Haskell",0.18
"Java",-0.24
"Javascript",0.27
"Objective-C",0.01
"Perl",-0.14
"Php",0.3
"Python",0.09
"Ruby",-0.09
"Scala",-0.28
"Typescript",0.05
