"","coef","pVal"
"Intercept",-2.7,0
"log age",0.1,0
"log size",0,0.954
"log devs",0.13,0
"log commits",1.04,0
"C",0.07,0.521
"C#",-0.18,0.092
"C++",0.26,0.011
"Clojure",-0.35,0.001
"Coffeescript",0.13,0.212
"Erlang",0.3,0.003
"Go",0.27,0.007
"Haskell",-0.18,0.086
"Java",-0.17,0.116
"Javascript",-0.15,0.172
"Objective-C",0.01,0.929
"Perl",-0.03,0.754
"Php",0.08,0.471
"Python",0.07,0.463
"Ruby",-0.05,0.645
"Scala",-0.18,0.089
"Typescript",0.11,0.304
