"","coef","pVal"
"Intercept",-2.79,0
"log age",0.13,0
"log size",-0.02,0.134
"log devs",0.13,0
"log commits",1.05,0
"C",0.17,0.065
"C#",0.18,0.082
"C++",0.13,0.163
"Clojure",-0.25,0.014
"Coffeescript",0.19,0.048
"Erlang",-0.05,0.621
"Go",0.07,0.484
"Haskell",-0.13,0.17
"Java",-0.03,0.759
"Javascript",-0.15,0.126
"Objective-C",0.04,0.656
"Perl",-0.15,0.117
"Php",-0.1,0.306
"Python",-0.02,0.793
"Ruby",-0.02,0.863
"Scala",-0.14,0.135
"Typescript",0.27,0.006
