"","coef"
"Intercept",-2.92
"log age",0.2
"log size",-0.02
"log devs",0.22
"log commits",0.96
"C",0.1
"C++",0.17
"Clojure",-0.08
"Coffeescript",-0.45
"Erlang",0.14
"Go",0.23
"Haskell",-0.1
"Java",-0.06
"Javascript",0.07
"Objective-C",-0.14
"Perl",-0.15
"Php",0.2
"Python",0.18
"Ruby",-0.25
"Scala",0
"Typescript",0.15
