"","coef"
"Intercept",-2.8
"log age",0.18
"log size",-0.05
"log devs",0.19
"log commits",1.06
"C",0.19
"C++",-0.02
"Clojure",-0.05
"Coffeescript",-0.12
"Erlang",-0.08
"Go",0.17
"Haskell",-0.21
"Java",-0.28
"Javascript",0.13
"Objective-C",0.21
"Perl",-0.01
"Php",0.17
"Python",0.07
"Ruby",-0.24
"Scala",-0.17
"Typescript",0.25
