"","coef"
"Intercept",-2.63
"log age",0.17
"log size",-0.03
"log devs",0.21
"log commits",1.01
"C",0.02
"C++",0.07
"Clojure",-0.15
"Coffeescript",0.16
"Erlang",-0.03
"Go",0.3
"Haskell",-0.11
"Java",0.15
"Javascript",-0.03
"Objective-C",-0.3
"Perl",-0.09
"Php",0.22
"Python",0.05
"Ruby",-0.01
"Scala",-0.37
"Typescript",0.12
