"","coef"
"Intercept",-2.66
"log age",0.15
"log size",-0.02
"log devs",0.15
"log commits",1.05
"C",0.19
"C++",0.03
"Clojure",-0.18
"Coffeescript",0.17
"Erlang",0.08
"Go",-0.06
"Haskell",0.04
"Java",0.08
"Javascript",-0.05
"Objective-C",-0.11
"Perl",-0.09
"Php",0.1
"Python",-0.01
"Ruby",-0.13
"Scala",-0.29
"Typescript",0.24
