"","coef"
"Intercept",-2.43
"log age",0.15
"log size",-0.04
"log devs",0.21
"log commits",1.01
"C",0.07
"C++",0.15
"Clojure",-0.1
"Coffeescript",0
"Erlang",0.05
"Go",0.26
"Haskell",-0.27
"Java",0.09
"Javascript",0.05
"Objective-C",-0.24
"Perl",0.08
"Php",-0.11
"Python",-0.24
"Ruby",0.13
"Scala",-0.14
"Typescript",0.21
