"","coef","pVal"
"Intercept",-2.53,0
"log age",0.11,0
"log size",-0.02,0.261
"log devs",0.11,0
"log commits",1.03,0
"C",0.18,0.069
"C#",0.01,0.905
"C++",0.08,0.405
"Clojure",-0.29,0.007
"Coffeescript",0.17,0.101
"Erlang",0.16,0.103
"Go",0.12,0.242
"Haskell",-0.24,0.022
"Java",-0.1,0.349
"Javascript",0.13,0.219
"Objective-C",-0.05,0.625
"Perl",-0.02,0.846
"Php",-0.06,0.583
"Python",0.17,0.087
"Ruby",0,0.97
"Scala",-0.42,0
"Typescript",0.14,0.176
