"","coef"
"Intercept",-2.26
"log age",0.11
"log size",-0.06
"log devs",0.26
"log commits",1.05
"C",0.13
"C++",0.07
"Clojure",-0.3
"Coffeescript",0.16
"Erlang",0.02
"Go",0.22
"Haskell",-0.1
"Java",-0.07
"Javascript",0.02
"Objective-C",-0.13
"Perl",0.21
"Php",0.12
"Python",-0.29
"Ruby",-0.04
"Scala",-0.34
"Typescript",0.31
