"","coef","pVal"
"Intercept",-2.4,0
"log age",0.09,0
"log size",-0.01,0.527
"log devs",0.12,0
"log commits",1.02,0
"C",0.16,0.103
"C#",-0.02,0.847
"C++",0.04,0.653
"Clojure",-0.08,0.449
"Coffeescript",0.18,0.076
"Erlang",0.19,0.053
"Go",0.2,0.04
"Haskell",-0.25,0.017
"Java",-0.32,0.002
"Javascript",0.06,0.561
"Objective-C",0.05,0.64
"Perl",0.02,0.879
"Php",0.21,0.03
"Python",0,0.972
"Ruby",-0.31,0.005
"Scala",-0.17,0.104
"Typescript",0.03,0.773
