"","coef"
"Intercept",-2.54
"log age",0.15
"log size",-0.02
"log devs",0.16
"log commits",0.99
"C",0.17
"C++",-0.19
"Clojure",0
"Coffeescript",0.03
"Erlang",0.09
"Go",0.05
"Haskell",-0.21
"Java",-0.12
"Javascript",-0.1
"Objective-C",0.17
"Perl",-0.45
"Php",0.1
"Python",0.23
"Ruby",0.09
"Scala",-0.08
"Typescript",0.21
