"","coef","pVal"
"Intercept",-2.36,0
"log age",0.1,0
"log size",-0.02,0.149
"log devs",0.08,0.014
"log commits",1.04,0
"C",0.19,0.078
"C#",0.03,0.779
"C++",0.14,0.201
"Clojure",-0.15,0.185
"Coffeescript",0.13,0.247
"Erlang",0.1,0.367
"Go",0.1,0.369
"Haskell",-0.13,0.243
"Java",-0.07,0.529
"Javascript",-0.1,0.382
"Objective-C",-0.08,0.458
"Perl",0.07,0.489
"Php",0.02,0.881
"Python",0.11,0.283
"Ruby",-0.21,0.058
"Scala",-0.28,0.014
"Typescript",0.14,0.201
