"","coef"
"Intercept",-2.3
"log age",0.14
"log size",-0.03
"log devs",0.17
"log commits",1
"C",0.07
"C++",-0.05
"Clojure",-0.54
"Coffeescript",0.09
"Erlang",0.04
"Go",0.12
"Haskell",-0.13
"Java",0.21
"Javascript",0.03
"Objective-C",0.01
"Perl",-0.03
"Php",0.14
"Python",-0.07
"Ruby",-0.07
"Scala",0.05
"Typescript",0.15
