"","coef","pVal"
"Intercept",-2.11,0
"log age",0.09,0
"log size",-0.02,0.07
"log devs",0.18,0
"log commits",0.97,0
"C",0.23,0.016
"C#",-0.08,0.424
"C++",-0.05,0.631
"Clojure",-0.31,0.002
"Coffeescript",0.15,0.126
"Erlang",0.18,0.078
"Go",0.12,0.203
"Haskell",-0.4,0
"Java",-0.09,0.377
"Javascript",-0.02,0.871
"Objective-C",0.09,0.396
"Perl",0.13,0.191
"Php",0.13,0.176
"Python",0.09,0.366
"Ruby",0.08,0.41
"Scala",-0.27,0.008
"Typescript",0.01,0.954
