"","coef","pVal"
"Intercept",-2.51,0
"log age",0.07,0
"log size",-0.01,0.475
"log devs",0.11,0.001
"log commits",1.07,0
"C",0.3,0.002
"C#",-0.05,0.651
"C++",0.1,0.292
"Clojure",-0.5,0
"Coffeescript",0.15,0.134
"Erlang",0.06,0.571
"Go",0.13,0.202
"Haskell",-0.19,0.051
"Java",0.09,0.375
"Javascript",0,0.999
"Objective-C",-0.13,0.2
"Perl",-0.02,0.84
"Php",0.25,0.012
"Python",0.18,0.062
"Ruby",-0.18,0.08
"Scala",-0.27,0.01
"Typescript",0.07,0.481
