"","coef"
"Intercept",-2.13
"log age",0.09
"log size",-0.04
"log devs",0.18
"log commits",1.02
"C",0.14
"C++",0.04
"Clojure",-0.37
"Coffeescript",-0.18
"Erlang",-0.01
"Go",0.04
"Haskell",-0.27
"Java",-0.22
"Javascript",-0.11
"Objective-C",0.17
"Perl",0.31
"Php",0.08
"Python",0.06
"Ruby",0.02
"Scala",-0.04
"Typescript",0.32
