"","coef","pVal"
"Intercept",-2.52,0
"log age",0.08,0
"log size",-0.02,0.135
"log devs",0.1,0.001
"log commits",1.08,0
"C",0.22,0.021
"C#",0.06,0.571
"C++",0.07,0.456
"Clojure",-0.32,0.003
"Coffeescript",0.09,0.375
"Erlang",0,0.98
"Go",0.3,0.003
"Haskell",-0.25,0.016
"Java",-0.08,0.412
"Javascript",-0.03,0.809
"Objective-C",-0.02,0.873
"Perl",0.06,0.561
"Php",0,0.99
"Python",0.17,0.085
"Ruby",-0.22,0.041
"Scala",-0.15,0.141
"Typescript",0.09,0.354
