"","coef","pVal"
"Intercept",-2.27,0
"log age",0.07,0
"log size",-0.03,0.047
"log devs",0.11,0.001
"log commits",1.06,0
"C",-0.06,0.535
"C#",-0.13,0.218
"C++",0.08,0.44
"Clojure",-0.46,0
"Coffeescript",0.02,0.832
"Erlang",0.14,0.182
"Go",0.16,0.116
"Haskell",-0.17,0.107
"Java",-0.2,0.065
"Javascript",0.2,0.05
"Objective-C",-0.09,0.364
"Perl",0.07,0.497
"Php",0.2,0.039
"Python",0.11,0.259
"Ruby",-0.01,0.927
"Scala",-0.17,0.097
"Typescript",0.31,0.003
