"","coef","pVal"
"Intercept",-2.41,0
"log age",0.09,0
"log size",-0.04,0.006
"log devs",0.08,0.004
"log commits",1.08,0
"C",0.32,0
"C#",0.01,0.942
"C++",0.04,0.66
"Clojure",-0.5,0
"Coffeescript",0.18,0.055
"Erlang",0.07,0.453
"Go",0.06,0.526
"Haskell",-0.26,0.006
"Java",-0.03,0.718
"Javascript",0.12,0.225
"Objective-C",-0.05,0.595
"Perl",0.18,0.057
"Php",0.13,0.172
"Python",0.15,0.112
"Ruby",-0.25,0.015
"Scala",-0.39,0
"Typescript",0.24,0.011
