"","coef","pVal"
"Intercept",-2.62,0
"log age",0.11,0
"log size",-0.01,0.59
"log devs",0.07,0.028
"log commits",1.04,0
"C",0.06,0.544
"C#",-0.02,0.873
"C++",0.01,0.926
"Clojure",-0.11,0.292
"Coffeescript",0.22,0.033
"Erlang",0.12,0.225
"Go",0.19,0.062
"Haskell",-0.26,0.014
"Java",0.01,0.921
"Javascript",-0.23,0.032
"Objective-C",-0.09,0.378
"Perl",0.05,0.631
"Php",0.18,0.079
"Python",0.1,0.324
"Ruby",-0.19,0.072
"Scala",-0.06,0.558
"Typescript",0.02,0.838
