"","coef"
"Intercept",-1.91
"log age",0.08
"log size",-0.04
"log devs",0.18
"log commits",1
"C",0.09
"C++",-0.1
"Clojure",-0.23
"Coffeescript",0.17
"Erlang",0.02
"Go",0.12
"Haskell",-0.24
"Java",0.22
"Javascript",-0.06
"Objective-C",0.05
"Perl",0.01
"Php",0.07
"Python",0.03
"Ruby",-0.05
"Scala",-0.32
"Typescript",0.23
