"","coef","pVal"
"Intercept",-2.51,0
"log age",0.09,0
"log size",-0.04,0.002
"log devs",0.06,0.038
"log commits",1.13,0
"C",0.27,0.005
"C#",-0.11,0.309
"C++",0.1,0.29
"Clojure",-0.2,0.052
"Coffeescript",0.27,0.005
"Erlang",0.2,0.043
"Go",0.12,0.24
"Haskell",-0.43,0
"Java",0.15,0.136
"Javascript",-0.11,0.281
"Objective-C",-0.12,0.216
"Perl",0.02,0.815
"Php",0,0.994
"Python",0.06,0.549
"Ruby",-0.13,0.198
"Scala",-0.19,0.07
"Typescript",0.1,0.328
