"","coef"
"Intercept",-2.4
"log age",0.13
"log size",-0.04
"log devs",0.2
"log commits",1.03
"C",0.15
"C++",-0.08
"Clojure",-0.16
"Coffeescript",0.18
"Erlang",-0.18
"Go",0.1
"Haskell",-0.12
"Java",0.16
"Javascript",0.01
"Objective-C",0
"Perl",0.18
"Php",0.18
"Python",-0.2
"Ruby",-0.04
"Scala",-0.34
"Typescript",0.16
