"","coef"
"Intercept",-2.76
"log age",0.16
"log size",-0.01
"log devs",0.12
"log commits",1.03
"C",0.26
"C++",0.05
"Clojure",-0.25
"Coffeescript",0.24
"Erlang",0.13
"Go",0.1
"Haskell",-0.11
"Java",0
"Javascript",-0.16
"Objective-C",0.08
"Perl",-0.32
"Php",0.19
"Python",-0.08
"Ruby",-0.08
"Scala",-0.19
"Typescript",0.15
