"","coef","pVal"
"Intercept",-2.38,0
"log age",0.08,0
"log size",-0.01,0.327
"log devs",0.13,0
"log commits",1.03,0
"C",0.25,0.013
"C#",-0.06,0.559
"C++",0.07,0.51
"Clojure",-0.23,0.035
"Coffeescript",0.1,0.326
"Erlang",0.01,0.94
"Go",0.24,0.022
"Haskell",-0.3,0.009
"Java",-0.04,0.741
"Javascript",-0.17,0.146
"Objective-C",0.08,0.462
"Perl",0.03,0.782
"Php",0.09,0.382
"Python",-0.06,0.6
"Ruby",-0.1,0.36
"Scala",-0.1,0.327
"Typescript",0.17,0.109
