"","coef"
"Intercept",-2.57
"log age",0.15
"log size",-0.02
"log devs",0.15
"log commits",1.03
"C",0.14
"C++",0.02
"Clojure",-0.26
"Coffeescript",0.15
"Erlang",0.03
"Go",0.04
"Haskell",-0.22
"Java",-0.07
"Javascript",-0.02
"Objective-C",0.22
"Perl",0.12
"Php",0.1
"Python",-0.14
"Ruby",0.03
"Scala",-0.26
"Typescript",0.13
