"","coef","pVal"
"Intercept",-2.51,0
"log age",0.11,0
"log size",-0.02,0.144
"log devs",0.07,0.042
"log commits",1.05,0
"C",0.22,0.036
"C#",-0.07,0.531
"C++",0.13,0.217
"Clojure",-0.53,0
"Coffeescript",0.01,0.897
"Erlang",0.06,0.548
"Go",0.12,0.269
"Haskell",-0.24,0.032
"Java",0.03,0.814
"Javascript",-0.11,0.325
"Objective-C",0.08,0.437
"Perl",0.13,0.218
"Php",0.01,0.9
"Python",0.19,0.072
"Ruby",-0.15,0.193
"Scala",-0.06,0.594
"Typescript",0.16,0.125
