"","coef"
"Intercept",-2.42
"log age",0.16
"log size",-0.05
"log devs",0.18
"log commits",1.04
"C",0.08
"C++",0.08
"Clojure",-0.18
"Coffeescript",0.06
"Erlang",-0.02
"Go",0.08
"Haskell",-0.15
"Java",-0.06
"Javascript",-0.07
"Objective-C",0.16
"Perl",-0.2
"Php",0.07
"Python",0.06
"Ruby",-0.03
"Scala",-0.2
"Typescript",0.33
