"","coef"
"Intercept",-2.62
"log age",0.17
"log size",-0.02
"log devs",0.21
"log commits",0.97
"C",0.25
"C++",0.06
"Clojure",-0.25
"Coffeescript",-0.02
"Erlang",-0.05
"Go",0.17
"Haskell",-0.19
"Java",-0.02
"Javascript",0.02
"Objective-C",0.05
"Perl",-0.19
"Php",0.22
"Python",-0.08
"Ruby",0.01
"Scala",-0.27
"Typescript",0.29
