"","coef"
"Intercept",-2.38
"log age",0.15
"log size",-0.05
"log devs",0.16
"log commits",1.03
"C",0.13
"C++",-0.01
"Clojure",-0.25
"Coffeescript",0.03
"Erlang",-0.03
"Go",0.1
"Haskell",-0.26
"Java",0.1
"Javascript",0.08
"Objective-C",0.06
"Perl",0.03
"Php",0.06
"Python",0.04
"Ruby",-0.03
"Scala",-0.23
"Typescript",0.18
