"","coef","pVal"
"Intercept",-2.57,0
"log age",0.12,0
"log size",-0.01,0.489
"log devs",0.1,0.001
"log commits",1.01,0
"C",0.11,0.285
"C#",0.06,0.59
"C++",0.22,0.027
"Clojure",-0.15,0.17
"Coffeescript",0.07,0.495
"Erlang",0.03,0.778
"Go",0.15,0.148
"Haskell",-0.19,0.085
"Java",-0.01,0.897
"Javascript",-0.03,0.755
"Objective-C",-0.22,0.035
"Perl",0.11,0.317
"Php",0.08,0.444
"Python",0.09,0.406
"Ruby",-0.13,0.237
"Scala",-0.12,0.244
"Typescript",-0.06,0.593
