"","coef","pVal"
"Intercept",-2.38,0
"log age",0.09,0
"log size",-0.03,0.021
"log devs",0.1,0.002
"log commits",1.06,0
"C",0.15,0.115
"C#",-0.06,0.566
"C++",0.06,0.541
"Clojure",-0.27,0.008
"Coffeescript",0.18,0.061
"Erlang",0.22,0.024
"Go",0.16,0.098
"Haskell",-0.34,0.001
"Java",-0.17,0.094
"Javascript",-0.07,0.487
"Objective-C",-0.03,0.757
"Perl",-0.02,0.819
"Php",0.24,0.011
"Python",0.05,0.599
"Ruby",-0.05,0.619
"Scala",-0.22,0.031
"Typescript",0.17,0.081
