"","coef","pVal"
"Intercept",-2.46,0
"log age",0.09,0
"log size",-0.03,0.047
"log devs",0.09,0.002
"log commits",1.07,0
"C",0.16,0.099
"C#",0.02,0.836
"C++",0,0.989
"Clojure",-0.25,0.017
"Coffeescript",0.2,0.044
"Erlang",0.15,0.134
"Go",0.29,0.006
"Haskell",-0.34,0.002
"Java",-0.03,0.75
"Javascript",-0.16,0.124
"Objective-C",0.03,0.734
"Perl",0.17,0.105
"Php",0.05,0.598
"Python",0,0.98
"Ruby",-0.25,0.015
"Scala",-0.21,0.038
"Typescript",0.17,0.098
