"","coef"
"Intercept",-2.39
"log age",0.13
"log size",-0.03
"log devs",0.17
"log commits",1.02
"C",0.13
"C++",-0.13
"Clojure",-0.33
"Coffeescript",0.03
"Erlang",0.11
"Go",0.05
"Haskell",-0.15
"Java",0
"Javascript",0.16
"Objective-C",-0.09
"Perl",-0.04
"Php",0.16
"Python",0.17
"Ruby",-0.07
"Scala",-0.15
"Typescript",0.14
