"","coef","pVal"
"Intercept",-2.51,0
"log age",0.1,0
"log size",-0.02,0.159
"log devs",0.1,0.001
"log commits",1.04,0
"C",0.08,0.411
"C#",-0.02,0.875
"C++",0.17,0.073
"Clojure",-0.24,0.018
"Coffeescript",0.04,0.705
"Erlang",0.3,0.002
"Go",0.14,0.126
"Haskell",-0.3,0.003
"Java",-0.13,0.177
"Javascript",-0.02,0.864
"Objective-C",-0.1,0.293
"Perl",0.03,0.747
"Php",0.22,0.021
"Python",0.04,0.672
"Ruby",-0.28,0.008
"Scala",-0.2,0.037
"Typescript",0.26,0.007
