"","coef","pVal"
"Intercept",-2.38,0
"log age",0.12,0
"log size",-0.04,0.003
"log devs",0.06,0.037
"log commits",1.06,0
"C",0.07,0.473
"C#",0.12,0.238
"C++",0.15,0.098
"Clojure",-0.34,0.001
"Coffeescript",-0.08,0.389
"Erlang",-0.09,0.4
"Go",0.31,0.001
"Haskell",-0.26,0.009
"Java",-0.08,0.407
"Javascript",-0.09,0.39
"Objective-C",0.12,0.183
"Perl",-0.08,0.398
"Php",0.19,0.046
"Python",0.12,0.223
"Ruby",-0.18,0.085
"Scala",0.02,0.875
"Typescript",0.11,0.264
