"","coef","pVal"
"Intercept",-2.37,0
"log age",0.09,0
"log size",-0.01,0.435
"log devs",0.11,0
"log commits",1.01,0
"C",0.28,0.004
"C#",0.02,0.833
"C++",0.17,0.083
"Clojure",-0.14,0.182
"Coffeescript",0.18,0.07
"Erlang",0.06,0.532
"Go",0.2,0.034
"Haskell",-0.26,0.01
"Java",-0.21,0.042
"Javascript",-0.13,0.227
"Objective-C",-0.13,0.189
"Perl",-0.06,0.562
"Php",0.21,0.03
"Python",-0.01,0.952
"Ruby",-0.22,0.035
"Scala",-0.15,0.13
"Typescript",0.2,0.045
