"","coef"
"Intercept",-2.19
"log age",0.1
"log size",-0.07
"log devs",0.18
"log commits",1.09
"C",0.14
"C++",-0.1
"Clojure",-0.34
"Coffeescript",0.25
"Erlang",-0.03
"Go",0.08
"Haskell",-0.13
"Java",0.19
"Javascript",-0.15
"Objective-C",0.07
"Perl",0.11
"Php",0.16
"Python",0.09
"Ruby",-0.12
"Scala",-0.22
"Typescript",0.03
