"","coef","pVal"
"Intercept",-2.24,0
"log age",0.06,0
"log size",-0.02,0.289
"log devs",0.08,0.012
"log commits",1.05,0
"C",0.06,0.564
"C#",0.06,0.582
"C++",0.23,0.026
"Clojure",-0.44,0
"Coffeescript",-0.01,0.895
"Erlang",0.22,0.035
"Go",-0.06,0.57
"Haskell",-0.17,0.118
"Java",-0.29,0.006
"Javascript",0.14,0.179
"Objective-C",0.1,0.325
"Perl",0.24,0.017
"Php",-0.03,0.754
"Python",-0.11,0.309
"Ruby",0.09,0.411
"Scala",-0.14,0.188
"Typescript",0.12,0.266
