"","coef"
"Intercept",-2.3
"log age",0.13
"log size",-0.05
"log devs",0.22
"log commits",1.02
"C",-0.06
"C++",0.04
"Clojure",-0.26
"Coffeescript",-0.05
"Erlang",-0.12
"Go",0.08
"Haskell",-0.09
"Java",-0.07
"Javascript",-0.03
"Objective-C",-0.04
"Perl",0.13
"Php",0.48
"Python",0.02
"Ruby",-0.05
"Scala",-0.25
"Typescript",0.27
