"","coef","pVal"
"Intercept",-2.36,0
"log age",0.11,0
"log size",-0.01,0.604
"log devs",0.12,0
"log commits",0.98,0
"C",0.16,0.112
"C#",-0.06,0.547
"C++",0.2,0.04
"Clojure",-0.31,0.002
"Coffeescript",0.21,0.034
"Erlang",0.15,0.136
"Go",0.15,0.141
"Haskell",-0.19,0.083
"Java",-0.01,0.886
"Javascript",-0.07,0.475
"Objective-C",-0.14,0.15
"Perl",0.1,0.336
"Php",0.01,0.932
"Python",0.08,0.421
"Ruby",-0.1,0.378
"Scala",-0.21,0.044
"Typescript",0.03,0.774
