"","coef","pVal"
"Intercept",-2.5,0
"log age",0.1,0
"log size",-0.02,0.1
"log devs",0.08,0.008
"log commits",1.08,0
"C",0.31,0.001
"C#",0.06,0.534
"C++",0.19,0.045
"Clojure",-0.26,0.019
"Coffeescript",0.09,0.372
"Erlang",0.09,0.343
"Go",0.3,0.003
"Haskell",-0.31,0.003
"Java",0.12,0.231
"Javascript",0.05,0.655
"Objective-C",-0.1,0.31
"Perl",-0.03,0.767
"Php",-0.11,0.28
"Python",0.04,0.696
"Ruby",-0.05,0.645
"Scala",-0.36,0
"Typescript",-0.03,0.724
