"","coef","pVal"
"Intercept",-2.5,0
"log age",0.12,0
"log size",-0.04,0.01
"log devs",0.11,0
"log commits",1.06,0
"C",0.12,0.204
"C#",0.05,0.613
"C++",0.19,0.049
"Clojure",-0.35,0.001
"Coffeescript",0.11,0.258
"Erlang",0.07,0.484
"Go",0.11,0.281
"Haskell",-0.31,0.002
"Java",-0.03,0.736
"Javascript",0.07,0.501
"Objective-C",-0.07,0.464
"Perl",0.02,0.859
"Php",0.1,0.331
"Python",0.13,0.188
"Ruby",-0.22,0.039
"Scala",-0.22,0.028
"Typescript",0.23,0.02
