"","coef"
"Intercept",-2.01
"log age",0.1
"log size",-0.05
"log devs",0.18
"log commits",1.02
"C",0.04
"C++",0.04
"Clojure",-0.41
"Coffeescript",0.13
"Erlang",0.07
"Go",-0.06
"Haskell",-0.15
"Java",0.12
"Javascript",0.04
"Objective-C",0.18
"Perl",-0.01
"Php",0.01
"Python",0.1
"Ruby",0.1
"Scala",-0.21
"Typescript",0.01
