"","coef"
"Intercept",-2.73
"log age",0.2
"log size",-0.04
"log devs",0.11
"log commits",1.03
"C",-0.02
"C++",-0.06
"Clojure",-0.24
"Coffeescript",-0.05
"Erlang",-0.01
"Go",0.08
"Haskell",-0.24
"Java",0.14
"Javascript",0.09
"Objective-C",0.08
"Perl",-0.01
"Php",0.15
"Python",0.02
"Ruby",0.14
"Scala",-0.23
"Typescript",0.16
