"","coef","pVal"
"Intercept",-2.48,0
"log age",0.11,0
"log size",-0.03,0.051
"log devs",0.09,0.009
"log commits",1.07,0
"C",0.07,0.476
"C#",0.13,0.219
"C++",0.04,0.699
"Clojure",-0.06,0.57
"Coffeescript",0.14,0.172
"Erlang",0.07,0.518
"Go",0.09,0.394
"Haskell",-0.14,0.222
"Java",-0.02,0.85
"Javascript",-0.14,0.226
"Objective-C",-0.16,0.141
"Perl",0.08,0.442
"Php",0.12,0.252
"Python",0.05,0.633
"Ruby",-0.32,0.007
"Scala",-0.11,0.283
"Typescript",0.14,0.226
