"","coef","pVal"
"Intercept",-2.51,0
"log age",0.09,0
"log size",-0.02,0.168
"log devs",0.07,0.021
"log commits",1.08,0
"C",0.14,0.168
"C#",0.08,0.425
"C++",0.17,0.086
"Clojure",-0.12,0.237
"Coffeescript",0.03,0.746
"Erlang",0.1,0.371
"Go",0.24,0.022
"Haskell",-0.22,0.035
"Java",-0.02,0.876
"Javascript",0.25,0.017
"Objective-C",-0.11,0.281
"Perl",-0.04,0.676
"Php",-0.08,0.413
"Python",-0.09,0.395
"Ruby",-0.23,0.031
"Scala",-0.14,0.178
"Typescript",0.05,0.644
