"","coef"
"Intercept",-2.57
"log age",0.16
"log size",-0.03
"log devs",0.21
"log commits",1.02
"C",0.08
"C++",0.07
"Clojure",0.05
"Coffeescript",-0.07
"Erlang",0.01
"Go",0.09
"Haskell",-0.13
"Java",0.06
"Javascript",-0.11
"Objective-C",0.03
"Perl",0.14
"Php",0.04
"Python",0
"Ruby",-0.02
"Scala",-0.3
"Typescript",0.06
