"","coef","pVal"
"Intercept",-2.26,0
"log age",0.1,0
"log size",-0.02,0.134
"log devs",0.14,0
"log commits",0.99,0
"C",0.38,0
"C#",-0.01,0.925
"C++",-0.04,0.717
"Clojure",-0.33,0.003
"Coffeescript",0.02,0.877
"Erlang",-0.01,0.925
"Go",0.1,0.354
"Haskell",-0.12,0.253
"Java",0.01,0.902
"Javascript",0.04,0.72
"Objective-C",-0.14,0.217
"Perl",0.09,0.368
"Php",0.01,0.911
"Python",-0.04,0.731
"Ruby",0,0.983
"Scala",-0.26,0.018
"Typescript",0.28,0.008
