"","coef","pVal"
"Intercept",-2.54,0
"log age",0.1,0
"log size",0.01,0.56
"log devs",0.07,0.03
"log commits",1.02,0
"C",0.07,0.469
"C#",-0.09,0.396
"C++",0.1,0.302
"Clojure",-0.21,0.05
"Coffeescript",0.13,0.199
"Erlang",0.25,0.009
"Go",0.16,0.12
"Haskell",-0.31,0.003
"Java",-0.29,0.006
"Javascript",0.09,0.366
"Objective-C",0.01,0.91
"Perl",0.01,0.879
"Php",0,0.974
"Python",0.13,0.162
"Ruby",-0.09,0.378
"Scala",-0.13,0.197
"Typescript",0.15,0.166
