"","coef","pVal"
"Intercept",-2.49,0
"log age",0.12,0
"log size",0.01,0.614
"log devs",0.1,0.003
"log commits",0.97,0
"C",0.27,0.009
"C#",0,0.968
"C++",-0.1,0.339
"Clojure",-0.23,0.042
"Coffeescript",-0.07,0.517
"Erlang",0.17,0.102
"Go",0.1,0.358
"Haskell",-0.2,0.073
"Java",0.07,0.53
"Javascript",0.02,0.847
"Objective-C",0.03,0.763
"Perl",-0.07,0.521
"Php",0.01,0.894
"Python",0.16,0.132
"Ruby",0,0.984
"Scala",-0.29,0.009
"Typescript",0.11,0.313
