"","coef","pVal"
"Intercept",-2.45,0
"log age",0.08,0
"log size",0,0.724
"log devs",0.07,0.031
"log commits",1.04,0
"C",0.19,0.049
"C#",0,0.978
"C++",-0.01,0.936
"Clojure",-0.26,0.014
"Coffeescript",0.11,0.287
"Erlang",0.22,0.025
"Go",0.25,0.011
"Haskell",-0.21,0.042
"Java",-0.01,0.892
"Javascript",0.08,0.43
"Objective-C",-0.08,0.407
"Perl",-0.2,0.041
"Php",0.22,0.023
"Python",-0.04,0.715
"Ruby",-0.02,0.875
"Scala",-0.2,0.063
"Typescript",-0.05,0.619
