"","coef","pVal"
"Intercept",-2.3,0
"log age",0.1,0
"log size",-0.05,0
"log devs",0.18,0
"log commits",1.07,0
"C",0.09,0.404
"C#",-0.05,0.619
"C++",0.17,0.086
"Clojure",-0.19,0.097
"Coffeescript",0.12,0.239
"Erlang",0.08,0.414
"Go",0.11,0.298
"Haskell",-0.23,0.029
"Java",-0.42,0
"Javascript",0.22,0.03
"Objective-C",-0.08,0.458
"Perl",0.21,0.045
"Php",0.1,0.306
"Python",0.07,0.477
"Ruby",-0.27,0.014
"Scala",-0.13,0.237
"Typescript",0.2,0.07
